source,place,comment
GoogleMaps,Alice Springs Desert Park,Great for all ages and times of the day there is always a feeding or a show to see
GoogleMaps,Alice Springs Desert Park,Visited on the 4th April 2024. The tour guide Ann was fantastic and very knowledgeable. All the staff were friendly and the animals were well worth seeing. Bird show was amazing. Would for sure go again 👍 …
GoogleMaps,Alice Springs Desert Park,This biological and botanical park is excellent. Its easy to walk around and navigate and just the right size to be interesting but not overwhelming. It displays the different types of landscapes found in central Australia and there's lots …
GoogleMaps,Alice Springs Desert Park,It is definitely worth a visit. We arrived at 8:30am and left at 3:30pm. The tours were engaging and informative. Will visit again if we have the opportunity.
GoogleMaps,Alice Springs Desert Park,"We had a 3 hr tour from the Ghan. Would have liked to stay longer, but the talks on dingos, emus and Bush medicines were all we had time for yet were great. The live bird show is not to be missed. Sensational. The Nocturnal House was large …"
GoogleMaps,Alice Springs Desert Park,"Parrtjima festival with light show was on in the evening, really good. 11 - 20 September 2020. Worth stopping by if you are in the area."
GoogleMaps,Alice Springs Desert Park,"Amazing wildlife park, really well put together and staffed. Great to see the animals in something close to their natural habitat"
GoogleMaps,Alice Springs Desert Park,Amazing spot to see some Australian animals. Recommend the talks about survival in the desert the woman who lectured really knew her stuff
GoogleMaps,Alice Springs Desert Park,Amazing experience in a beautiful location. The staff was super friendly and knowledgeable!
GoogleMaps,Alice Springs Desert Park,Great place to sample the outback and the interesting wildlife which lives in the desert. The nocturnal house tour is a must.
GoogleMaps,Alice Springs Desert Park,"Absolutely must see, the bird show was fantastic, and the night displays were the best."
GoogleMaps,Alice Springs Desert Park,Great place to visit - do not miss the bird show
GoogleMaps,Alice Springs Desert Park,Really enjoyed the free flight interactive display. Wanted more time in the Nocturnal display. Deeply impressed with the botanical and biological knowledge.
GoogleMaps,Alice Springs Desert Park,"It was really warm when we were there. Drink plenty of water if you go. The wild bird show is great,if you like birds flying around you. They're beautiful but can be a bit scary."
GoogleMaps,Alice Springs Desert Park,The animals are kept in a species-appropriate manner. Nocturnal tour was very impressive. Friendly staff. Absolutely recommendable! …
GoogleMaps,Alice Springs Desert Park,A great park for a 3-4 hour visit. Just remember it's not a Zoo. Great small exhibitions with good information on the animals. Lots of bird exhibitions and a fabulous free flying bird show (must see). The nocturnal area is very good for the …
GoogleMaps,Alice Springs Desert Park,"Incredible, beautiful, a must-see attraction in Alice Springs This was honestly amazing, and I'd say if you go to Alice Springs you really …"
GoogleMaps,Alice Springs Desert Park,"Well set-up, heaps pf interesting displays and easy walking trails"
GoogleMaps,Alice Springs Desert Park,"Advised by many locals to visit Desert Park. It was fabulous!! Spent 3 hours wandering, Impressive bird show, lovely & knowledgeable staff, interesting & informative exhibits. Worth a visit if you're ever in Central Australia 👍👍👍 …"
GoogleMaps,Alice Springs Desert Park,I love this place best thing about Alice. The talks and the bird show are next level. Only drawback is the cafe facilities.
GoogleMaps,Alice Springs Desert Park,"Amazing experience, love the nocturnal house and the bird show. Not very busy when we went, not as many animals but more about the landscape and the flora. Heaps of different birds in various aviaries around the park. Kids loved it!"
GoogleMaps,Alice Springs Desert Park,The light show they held as part of the festival of light was worth seeing
GoogleMaps,Alice Springs Desert Park,A must if you are in Alice and have the time. Easy drive - good parking and friendly efficient staff. The animals are awesome. A real treat if you've never been out of the city. …
GoogleMaps,Alice Springs Desert Park,Our visit exceeded my expectations. The facility is well designed and blends in well with the desert environment. It is far enough out of town to be a very quiet place. The McDonnell range forms a very scenic backdrop. The trails make it …
GoogleMaps,Alice Springs Desert Park,"Overall, the Desert Park was disappointing. A great venue and outlook, but dated and lacked energy by those that work there. Very few signs about trees / plants, lacked animals friendly environments and …"
GoogleMaps,Alice Springs Desert Park,Excellent park. Thoroughly enjoyed our time here. Informative.
GoogleMaps,Alice Springs Desert Park,My halve day trio was not long enough I need another hour at least to see everything
GoogleMaps,Alice Springs Desert Park,"All exhibits were active (in early evening), ie. showed more activity than early-in-the-day visits. Well worth the time and costs. Does need better signage around park."
GoogleMaps,Alice Springs Desert Park,"You must see the bird show, and the park if visiting"
GoogleMaps,Alice Springs Desert Park,Very pleasant park. Enjoyed the bird show and the atmosphere of the desert.
GoogleMaps,Alice Springs Desert Park,Learnt about and saw life in the desert. We could hire a mobility scooter for $10. The talk from Ruben was very interesting.
GoogleMaps,Alice Springs Desert Park,A great morning spent here. I wish the dingos and Emu's were given much more space.
GoogleMaps,Alice Springs Desert Park,Great place to see all the wildlife of the red centre. Highly recommended when you travel through this part of the country.
GoogleMaps,Alice Springs Desert Park,Great park to see and learn about the different desert habitats. The nighthouse is a MUST. Where else could you see a Mala or bilby?
GoogleMaps,Alice Springs Desert Park,"I wasn't sure about coming here as we live near a few zoos and animal parks, but SO glad we did! This park has the best nocturnal house I've ever been in. The entire park is clean and well laid out. The keeper talks and bird feedings are …"
GoogleMaps,Alice Springs Desert Park,Really good! Great idea with water post so many places. The birdshow was excellent!
GoogleMaps,Alice Springs Desert Park,"We hadn't been for 20 years, but it was better than ever! The wild birds plus the aviary ones gave a great over-view of the birds of Central Australia. Great photo opportunities too. The nocturnal house and free-flying bird display was excellent. Allow 4-5 hours."
