source,place,comment
TripAdvisor,Uluru-Kata Tjuta,An amazing place to visit and loved walking the Kata Tjuta trails and also riding our bikes around Uluṟu. The sunset watching Uluṟu was incredible.
TripAdvisor,Uluru-Kata Tjuta,"Ignore people when they say it's just a big lump in the middle of the desert; it's so much more. Get up close by doing the 11km base walk to view some ancient rock art, some quiet pools and the incredible features of the rock - a highlight of our trip."
TripAdvisor,Uluru-Kata Tjuta,"This was something I have wanted to do for a long time. It is a must for every Australian. To see such an iconic landmark. You cannot imagine the enormity of this, nor where people used to climg."
TripAdvisor,Uluru-Kata Tjuta,"The landscape is so different and impressive.I took the hop on hop off bus and got off at the Mala carpark, there at 10 in the morning ther is a free tour with a local ranger, telling the story of the local people and showing signs of a long history near the rock.The walk/tak is some 2 hours but really worth it.No payment was asked but you need to have the park pass. Then i walked most part of the circumference, and there are clear signs where photography is not allowed, many signs with explanations on the way. Take a fly net as the flies get into every place of your head and face. I recommend spending a whole day here."
TripAdvisor,Uluru-Kata Tjuta,"Uluru is one of the most amazing places on earth. Its colours change continually throughout the day and night. One can experience it on foot, cycling and other ways."
TripAdvisor,Uluru-Kata Tjuta,"Uluru is awesome. The colour changes at sunset, the changing environment on the base walk, and impressive features in the rock make it a fantastic holiday stop"
TripAdvisor,Uluru-Kata Tjuta,"It is quite amazing seeing the rock so close. We hired bikes with the kids, a tandem for my 4 year old and myself and my wife on a bike and our other 9 year old daughter. Although it was a 15km total ride from the bike hire place the kids handled it quite well. The bikes to ride around the rock are a great idea. The only thing is they don't give you quite enough time to fully enjoy the splendor as you had to have the bikes back by 12am. At the end of the bike ride the kids got a certificate to say they had ridden around Ayres rock. The kids were wrapped, great for show and tell at school. Highly suggest the trip. You can fly straight from sydney direct to Uluru."
TripAdvisor,Uluru-Kata Tjuta,"We paid our $38pp for our three day pass which allows us to visit Uluru and Kata Tjuṯa (the Olgas). We chose to visit Uluru first, we have been here before but we had a car this time and had a much better look around. We walked to Mutitjulu Waterhole which was quite full after the recent rains, on the way back we stopped off to view the aboriginal art and walked along a path to view the rock from different angles. We took quite a drive around the bottom and we couldn't help be impressed by the different faces of this iconic rock."
TripAdvisor,Uluru-Kata Tjuta,"This does not really need a review! However, to get a stunning sunrise view of the rock, go to the Olgas sunrise viewing platform and get there before sunrise."
TripAdvisor,Uluru-Kata Tjuta,We did the Uluru sunrise Field of Lights tour with AAPT this morning. Tour guides Jess & Tush were lovely. The lights were beautiful and the view of Uluṟu was amazing! Well worth the early wake up!
TripAdvisor,Uluru-Kata Tjuta,"Uluru / Kata Tjuta sacred site and national park in the Northern Territory desert of central Australia is an amazing place to visit. Flying into Uluru airport gives great aerial views of both Uluru, Kata Tjuta and the super flat desert which was once an underwater sea bed. Absolutely loved my visit to Uluru. I was there 3 nights, and totally loved the vibe, the desert, the amazing red rock and desert sand against the blue sky was so awesome. A must do if coming to Australia. The Hotel site is at Yulara Voyagers Ayers Rock Resort and there are a number of hotels there at different star rating levels, cabins and a camping site. There is a supermarket in the Town Square where you can buy supplies and do some shopping for unique artwork and items. From the Hotels there is a Hop on Hop off bus services which takes you at set times out to Uluru and Kata Tjuta. Hiring a car gives you best flexibility. You will need to buy a National Parks pass which you will need to show when entering the Uluru site, you can easily buy it online and download the pass onto your phone. The bus ride from the Hotel to Uluru took about 30mins and has a number of pick up bus stops on the way. The bus ride to Kata Tjuta is about 40mins, it is further away from the Hotel in the opposite direction to Uluru. Uluru is a 10km walk around the base, and walking or bike riding it (you can book onto the cycling tour to access a bike) are the up close to the rock options. Driving around the Rock you aren't as close but is still a good option, particularly if you aren't very mobile, you will still get a great experience. They say it takes 3-3.5 hours to walk the 10kms, I feel this is a very ambitious timing. To get the most out of being there doing a slower walk and having time to just sit and feel the amazing ambience there is a must. You'll need to make sure you time your walk to meet the bus to return to the Hotel. Kata Tjuta has 2 walks - 1 hour and 3 hours. This sacred site is completely different to Uluru. Uluru is one huge monolith rock, whereas Kata Tjuta is multitudes of big round boulders and sheer rock faces in a clump. This vibes there are amazing. The short walk is up a Gorge, really fantastic. The 3 hour walk is a marked path winding through the boulders. It is very serene and interesting. Doing the Sunrise and Sunset visits to the viewing platforms is a must. Absolutely stunning. Amazing photos you can take! There are quite a few spots you are forbidden to photograph at Uluru, these are the aboriginal people's most sacred places and the park rangers enforce the no photography rule. This is a sacred site so no taking anything from there or leaving anything there, if you tune in you can feel the high vibes. Temperatures in the desert can get to 45+ degrees celsius in the summer months Nov-March and the walks around Uluru are closed by park rangers once temperatures reach 39 degrees celsius. Best to go there on the first bus, early in the morning and do all your walking before midday. Visiting April to October the temperatures are much lower so all day walking may be possible which is why it is the peak visiting season then. Nights are cold during the winter and warm in the summer. I did the Sounds of Silence desert dinner and it was fantastic. They do their best to accomodate dietary needs (let them know in advance what you need). There's a great astronomy talk, a didjeridoo performance, you are seated at tables of 10 and the dinner is buffet style so you can choose what you want to eat yourself. A fabulous experience. I used the hop on hop off bus tickets and found that easy and the bus is an airconditioned coach, very comfortable. Bring your own water bottles, you can refill them yourself the tap water is fine to drink. I took 2 water bottles as it was super hot 41 degrees celsius each day, in mid-march. That worked really well. I also took a fly net to cover my face, and long sleeves top and pants and wide brimmed hat for sun protection. You really need good sun protection as you can fry & dehydrate out there. Visit the Ayers Rock Resort website to see all the activities."
